1,2016-08-01 00:00:00,2016-08-01 01:00:00
1,2016-08-01 00:00:00,2016-08-01 00:10:00
1,2016-08-01 07:36:54,2016-08-01 09:02:48
1,2016-08-01 10:41:50,2016-08-01 11:20:55
1,2016-08-01 11:26:03,2016-08-01 12:16:19
1,2016-08-01 14:04:59,2016-08-01 18:28:15
1,2016-08-01 18:30:05,2016-08-01 21:48:52
1,2016-08-02 08:42:14,2016-08-02 09:50:52
1,2016-08-02 11:16:21,2016-08-02 12:21:57
1,2016-08-03 07:29:49,2016-08-03 08:59:01
1,2016-08-03 11:12:59,2016-08-03 12:50:08
1,2016-08-03 13:39:42,2016-08-03 17:32:10
1,2016-08-03 21:17:25,2016-08-03 23:24:41
1,2016-08-04 09:10:27,2016-08-04 11:01:07
1,2016-08-04 11:25:22,2016-08-04 12:18:37
1,2016-08-04 12:50:34,2016-08-04 13:58:15
1,2016-08-04 14:04:44,2016-08-04 15:11:14
1,2016-08-04 15:44:39,2016-08-04 19:42:27
1,2016-08-04 20:12:45,2016-08-04 22:57:33
1,2016-08-04 23:02:34,2016-08-04 23:41:50
1,2016-08-05 10:35:51,2016-08-05 11:18:13
1,2016-08-05 11:33:04,2016-08-05 12:30:06
1,2016-08-05 14:06:36,2016-08-05 14:53:04
1,2016-08-05 16:39:08,2016-08-05 18:08:36
1,2016-08-05 20:25:14,2016-08-05 22:28:55
1,2016-08-08 07:09:22,2016-08-08 08:11:09
1,2016-08-08 09:32:54,2016-08-08 12:42:21
1,2016-08-08 14:32:00,2016-08-08 14:34:39
1,2016-08-08 17:27:49,2016-08-08 19:01:59
1,2016-08-08 19:49:02,2016-08-08 20:35:30
1,2016-08-08 21:29:02,2016-08-08 21:49:36
1,2016-08-08 21:53:34,2016-08-08 22:15:39
1,2016-08-09 11:25:30,2016-08-09 11:29:21
1,2016-08-09 12:17:00,2016-08-09 14:12:50
1,2016-08-09 16:27:53,2016-08-09 16:47:56
1,2016-08-09 19:31:05,2016-08-09 21:00:51
1,2016-08-10 07:26:05,2016-08-10 08:43:33
1,2016-08-10 08:58:56,2016-08-10 10:35:52
1,2016-08-10 11:40:30,2016-08-10 12:53:30
1,2016-08-10 14:51:48,2016-08-10 15:25:07
1,2016-08-10 16:04:42,2016-08-10 17:06:59
1,2016-08-10 17:57:43,2016-08-10 19:57:55
1,2016-08-10 21:57:10,2016-08-10 22:30:59
1,2016-08-11 08:37:03,2016-08-11 08:41:59
1,2016-08-11 10:08:58,2016-08-11 11:07:51
1,2016-08-11 11:17:29,2016-08-11 17:46:57
1,2016-08-11 20:23:30,2016-08-11 20:51:04
1,2016-08-11 21:13:19,2016-08-11 22:43:51
1,2016-08-12 07:10:38,2016-08-12 07:46:43
1,2016-08-12 07:48:32,2016-08-12 07:51:34
1,2016-08-12 08:24:42,2016-08-12 10:41:18
1,2016-08-12 11:52:49,2016-08-12 14:40:50
1,2016-08-12 14:57:31,2016-08-12 16:22:13
1,2016-08-12 18:05:10,2016-08-12 19:56:22
1,2016-08-12 20:19:52,2016-08-12 22:51:15
1,2016-08-15 07:13:43,2016-08-15 08:13:20
1,2016-08-15 09:21:01,2016-08-15 12:41:06
1,2016-08-15 13:13:55,2016-08-15 13:26:11
1,2016-08-15 14:57:18,2016-08-15 15:27:07
1,2016-08-15 17:16:58,2016-08-15 19:04:16
1,2016-08-16 07:10:53,2016-08-16 07:31:14
1,2016-08-16 08:25:37,2016-08-16 10:29:44
1,2016-08-16 11:13:21,2016-08-16 12:09:58
1,2016-08-16 13:47:29,2016-08-16 15:14:19
1,2016-08-17 07:27:40,2016-08-17 07:31:26
1,2016-08-17 07:55:44,2016-08-17 08:00:39
1,2016-08-17 11:20:18,2016-08-17 15:16:02
1,2016-08-17 15:52:34,2016-08-17 17:53:58
1,2016-08-17 19:13:29,2016-08-17 19:55:29
1,2016-08-17 20:46:09,2016-08-17 20:55:13
1,2016-08-17 21:13:26,2016-08-17 21:30:23
1,2016-08-18 07:35:42,2016-08-18 07:59:10
1,2016-08-18 17:35:07,2016-08-18 18:01:02
1,2016-08-18 19:16:12,2016-08-18 21:39:58
1,2016-08-19 07:05:56,2016-08-19 11:16:03
1,2016-08-19 12:33:05,2016-08-19 12:51:08
1,2016-08-19 13:05:03,2016-08-19 14:13:54
1,2016-08-19 14:28:18,2016-08-19 16:04:04
1,2016-08-19 17:21:08,2016-08-19 20:14:59
1,2016-08-19 20:18:54,2016-08-19 20:31:36
1,2016-08-19 21:12:58,2016-08-19 23:37:04
1,2016-08-22 07:30:06,2016-08-22 12:43:55
1,2016-08-22 14:16:15,2016-08-22 17:29:18
